,Area,Classification
3901,ES_22036,0
3902,ES_22037,0
3903,ES_22039,0
3904,ES_22040,0
3905,ES_22041,0
3906,ES_22042,0
3907,ES_22043,0
3908,ES_22044,0
3909,ES_22045,0
3910,ES_22046,0
3911,ES_22047,0
3912,ES_22048,2
3913,ES_22049,0
3914,ES_22050,0
3915,ES_22051,0
3916,ES_22052,0
3917,ES_22053,0
3918,ES_22054,2
3919,ES_22055,0
3920,ES_22057,0
3921,ES_22058,2
3922,ES_22059,1
3923,ES_22060,0
3924,ES_22061,0
3925,ES_22062,0
3926,ES_22063,0
3927,ES_22064,0
3928,ES_22066,0
3929,ES_22067,0
3930,ES_22068,0
3931,ES_22069,0
3932,ES_22072,0
3933,ES_22074,0
3934,ES_22075,0
3935,ES_22076,0
3936,ES_22077,0
3937,ES_22078,0
3938,ES_22079,0
3939,ES_22080,0
3940,ES_22081,2
3941,ES_22082,0
3942,ES_22083,0
3943,ES_22084,0
3944,ES_22085,0
3945,ES_22086,0
3946,ES_22087,0
3947,ES_22088,0
3948,ES_22089,0
3949,ES_22090,0
3950,ES_22094,0
3951,ES_22095,0
3952,ES_22096,0
3953,ES_22099,0
3954,ES_22102,0
3955,ES_22103,0
3956,ES_22105,0
3957,ES_22106,0
3958,ES_22107,0
3959,ES_22109,0
3960,ES_22110,0
3961,ES_22111,0
3962,ES_22112,2
3963,ES_22113,0
3964,ES_22114,0
3965,ES_22115,0
3966,ES_22116,0
3967,ES_22117,2
3968,ES_22119,0
3969,ES_22122,0
3970,ES_22124,0
3971,ES_22125,3
3972,ES_22126,0
3973,ES_22127,0
3974,ES_22128,0
3975,ES_22129,0
3976,ES_22130,1
3977,ES_22131,0
3978,ES_22133,0
3979,ES_22135,0
3980,ES_22136,0
3981,ES_22137,0
3982,ES_22139,0
3983,ES_22141,0
3984,ES_22142,0
3985,ES_22143,0
3986,ES_22144,0
3987,ES_22149,0
3988,ES_22150,2
3989,ES_22151,0
3990,ES_22155,0
3991,ES_22156,0
3992,ES_22157,0
3993,ES_22158,2
3994,ES_22160,0
3995,ES_22162,0
3996,ES_22163,2
3997,ES_22164,0
3998,ES_22165,0
3999,ES_22167,0
4000,ES_22168,0
4001,ES_22170,0
4002,ES_22172,0
4003,ES_22173,0
4004,ES_22174,0
4005,ES_22175,0
4006,ES_22176,0
4007,ES_22177,0
4008,ES_22178,0
4009,ES_22181,0
4010,ES_22182,0
4011,ES_22184,0
4012,ES_22186,0
4013,ES_22187,0
4014,ES_22188,0
4015,ES_22189,0
4016,ES_22190,0
4017,ES_22193,0
4018,ES_22195,0
4019,ES_22197,0
4020,ES_22199,1
4021,ES_22200,0
4022,ES_22201,0
4023,ES_22202,0
4024,ES_22203,0
4025,ES_22204,2
4026,ES_22205,0
4027,ES_22206,0
4028,ES_22207,0
4029,ES_22208,0
4030,ES_22209,0
4031,ES_22212,0
4032,ES_22213,2
4033,ES_22214,0
4034,ES_22215,0
4035,ES_22217,0
4036,ES_22218,0
4037,ES_22220,0
4038,ES_22221,0
4039,ES_22222,0
4040,ES_22223,0
4041,ES_22225,2
4042,ES_22226,0
4043,ES_22227,0
4044,ES_22228,0
4045,ES_22229,0
4046,ES_22230,0
4047,ES_22232,0
4048,ES_22233,0
4049,ES_22234,0
4050,ES_22235,0
4051,ES_22236,0
4052,ES_22239,0
4053,ES_22242,0
4054,ES_22243,0
4055,ES_22244,0
4056,ES_22245,0
4057,ES_22246,0
4058,ES_22247,0
4059,ES_22248,0
4060,ES_22249,0
4061,ES_22250,0
4062,ES_22251,0
4063,ES_22252,0
4064,ES_22253,0
4065,ES_22254,0
4066,ES_22901,0
4067,ES_22902,0
4068,ES_22903,0
4069,ES_22904,2
4070,ES_22905,0
4071,ES_22906,0
4072,ES_22907,2
4073,ES_22908,0
4074,ES_22909,0
4075,ES_23001,0
4076,ES_23002,2
4077,ES_23003,2
4078,ES_23004,0
4079,ES_23005,1
4080,ES_23006,0
4081,ES_23007,0
4082,ES_23008,0
4083,ES_23009,2
4084,ES_23010,2
4085,ES_23011,0
4086,ES_23012,0
4087,ES_23014,0
4088,ES_23015,0
4089,ES_23016,0
4090,ES_23017,0
4091,ES_23018,0
4092,ES_23019,0
4093,ES_23020,0
4094,ES_23021,0
4095,ES_23024,2
4096,ES_23025,0
4097,ES_23026,0
4098,ES_23027,0
4099,ES_23028,2
4100,ES_23029,0
4101,ES_23030,0
4102,ES_23031,0
4103,ES_23032,0
4104,ES_23033,0
4105,ES_23034,0
4106,ES_23035,0
4107,ES_23037,0
4108,ES_23038,0
4109,ES_23039,0
4110,ES_23040,0
4111,ES_23041,0
4112,ES_23042,0
4113,ES_23043,0
4114,ES_23044,0
4115,ES_23045,0
4116,ES_23046,0
4117,ES_23047,2
4118,ES_23048,0
4119,ES_23049,0
4120,ES_23050,3
4121,ES_23051,0
4122,ES_23052,0
4123,ES_23053,0
4124,ES_23054,0
4125,ES_23055,1
4126,ES_23056,0
4127,ES_23057,0
4128,ES_23058,0
4129,ES_23059,0
4130,ES_23060,2
4131,ES_23061,0
4132,ES_23062,0
4133,ES_23063,0
4134,ES_23064,0
4135,ES_23065,0
4136,ES_23066,0
4137,ES_23067,0
4138,ES_23069,0
4139,ES_23070,2
4140,ES_23071,0
4141,ES_23072,0
4142,ES_23073,2
4143,ES_23074,0
4144,ES_23075,0
4145,ES_23076,0
4146,ES_23077,0
4147,ES_23079,0
4148,ES_23080,0
4149,ES_23081,0
4150,ES_23082,2
4151,ES_23084,0
4152,ES_23085,0
4153,ES_23086,2
4154,ES_23087,0
4155,ES_23088,0
4156,ES_23090,0
4157,ES_23091,0
4158,ES_23092,1
4159,ES_23093,0
4160,ES_23094,0
4161,ES_23095,0
4162,ES_23096,0
4163,ES_23097,2
4164,ES_23098,0
4165,ES_23099,0
4166,ES_23101,0
4167,ES_23901,0
4168,ES_23902,0
4169,ES_23903,0
4170,ES_23904,2
4171,ES_23905,0
4172,ES_24001,0
4173,ES_24002,0
4174,ES_24003,0
4175,ES_24004,0
4176,ES_24005,0
4177,ES_24006,0
4178,ES_24007,0
4179,ES_24008,2
4180,ES_24009,0
4181,ES_24010,0
4182,ES_24011,0
4183,ES_24012,0
4184,ES_24014,2
4185,ES_24015,0
4186,ES_24016,0
4187,ES_24017,0
4188,ES_24018,0
4189,ES_24019,0
4190,ES_24020,0
4191,ES_24021,0
4192,ES_24022,0
4193,ES_24023,0
4194,ES_24024,0
4195,ES_24025,0
4196,ES_24026,2
4197,ES_24027,0
4198,ES_24028,0
4199,ES_24029,0
4200,ES_24030,2
4201,ES_24031,0
4202,ES_24032,0
4203,ES_24033,0
4204,ES_24034,2
4205,ES_24036,0
4206,ES_24037,0
4207,ES_24038,2
4208,ES_24039,0
4209,ES_24040,0
4210,ES_24041,0
4211,ES_24042,0
4212,ES_24043,0
4213,ES_24044,0
4214,ES_24046,0
4215,ES_24047,2
4216,ES_24049,0
4217,ES_24050,0
4218,ES_24051,0
4219,ES_24052,0
4220,ES_24053,0
4221,ES_24054,0
4222,ES_24055,0
4223,ES_24056,2
4224,ES_24057,0
4225,ES_24058,0
4226,ES_24059,0
4227,ES_24060,0
4228,ES_24061,2
4229,ES_24062,0
4230,ES_24063,0
4231,ES_24064,0
4232,ES_24065,2
4233,ES_24066,0
4234,ES_24067,0
4235,ES_24068,0
4236,ES_24069,0
4237,ES_24070,0
4238,ES_24071,0
4239,ES_24073,0
4240,ES_24074,0
4241,ES_24076,0
4242,ES_24077,0
4243,ES_24078,0
4244,ES_24079,2
4245,ES_24080,0
4246,ES_24081,0
4247,ES_24082,0
4248,ES_24083,0
4249,ES_24084,0
4250,ES_24086,0
4251,ES_24087,0
4252,ES_24088,0
4253,ES_24089,3
4254,ES_24090,0
4255,ES_24091,0
4256,ES_24092,0
4257,ES_24093,0
4258,ES_24094,0
4259,ES_24095,0
4260,ES_24096,0
4261,ES_24097,0
4262,ES_24098,0
4263,ES_24099,0
4264,ES_24100,0
4265,ES_24101,0
4266,ES_24102,0
4267,ES_24103,0
4268,ES_24104,0
4269,ES_24105,0
4270,ES_24106,0
4271,ES_24107,0
4272,ES_24108,0
4273,ES_24109,0
4274,ES_24110,2
4275,ES_24112,0
4276,ES_24113,0
4277,ES_24114,2
4278,ES_24115,3
4279,ES_24116,0
4280,ES_24117,0
4281,ES_24118,0
4282,ES_24119,0
4283,ES_24120,0
4284,ES_24121,0
4285,ES_24122,0
4286,ES_24123,2
4287,ES_24124,0
4288,ES_24125,0
4289,ES_24127,0
4290,ES_24129,0
4291,ES_24130,0
4292,ES_24131,0
4293,ES_24132,2
4294,ES_24133,0
4295,ES_24134,2
4296,ES_24136,0
4297,ES_24137,0
4298,ES_24139,2
4299,ES_24141,0
4300,ES_24142,1
4301,ES_24143,0
4302,ES_24144,0
4303,ES_24145,2
4304,ES_24146,0
4305,ES_24148,2
4306,ES_24149,0
4307,ES_24150,0
4308,ES_24151,0
4309,ES_24152,0
4310,ES_24153,0
4311,ES_24154,0
4312,ES_24155,0
4313,ES_24156,0
4314,ES_24157,0
4315,ES_24158,0
4316,ES_24159,2
4317,ES_24160,2
4318,ES_24161,0
4319,ES_24162,0
4320,ES_24163,0
4321,ES_24164,0
4322,ES_24165,0
4323,ES_24166,0
4324,ES_24167,0
4325,ES_24168,0
4326,ES_24169,2
4327,ES_24170,2
4328,ES_24171,0
4329,ES_24172,0
4330,ES_24173,0
4331,ES_24174,0
4332,ES_24175,2
4333,ES_24176,0
4334,ES_24177,0
4335,ES_24178,0
4336,ES_24179,0
4337,ES_24180,2
4338,ES_24181,0
4339,ES_24182,0
4340,ES_24183,0
4341,ES_24184,0
4342,ES_24185,0
4343,ES_24187,2
4344,ES_24188,0
4345,ES_24189,2
4346,ES_24190,0
4347,ES_24191,0
4348,ES_24193,0
4349,ES_24194,0
4350,ES_24196,0
4351,ES_24197,0
4352,ES_24198,0
4353,ES_24199,0
4354,ES_24201,2
4355,ES_24202,2
4356,ES_24203,0
4357,ES_24205,2
4358,ES_24206,0
4359,ES_24207,0
4360,ES_24209,2
4361,ES_24210,2
4362,ES_24211,0
4363,ES_24212,0
4364,ES_24213,0
4365,ES_24214,0
4366,ES_24215,0
4367,ES_24216,0
4368,ES_24217,0
4369,ES_24218,0
4370,ES_24219,0
4371,ES_24221,0
4372,ES_24222,2
4373,ES_24223,0
4374,ES_24224,0
4375,ES_24225,2
4376,ES_24226,0
4377,ES_24227,2
4378,ES_24228,0
4379,ES_24229,0
4380,ES_24230,0
4381,ES_24901,0
4382,ES_24902,0
4383,ES_25001,0
4384,ES_25002,2
4385,ES_25003,2
4386,ES_25004,0
4387,ES_25005,0
4388,ES_25006,2
4389,ES_25007,0
4390,ES_25008,0
4391,ES_25009,2
4392,ES_25010,2
4393,ES_25011,2
4394,ES_25012,0
4395,ES_25013,0
4396,ES_25014,0
4397,ES_25015,2
4398,ES_25016,2
4399,ES_25017,0
4400,ES_25019,2
4401,ES_25020,0
4402,ES_25021,2
4403,ES_25022,0
4404,ES_25023,0
4405,ES_25024,2
4406,ES_25025,2
4407,ES_25027,0
4408,ES_25029,2
4409,ES_25030,0
4410,ES_25031,0
4411,ES_25032,0
4412,ES_25033,2
4413,ES_25035,2
4414,ES_25036,0
4415,ES_25037,2
4416,ES_25038,1
4417,ES_25039,0
4418,ES_25040,2
4419,ES_25041,0
4420,ES_25042,2
4421,ES_25043,2
4422,ES_25044,0
4423,ES_25045,0
4424,ES_25046,0
4425,ES_25047,0
4426,ES_25048,0
4427,ES_25049,0
4428,ES_25050,2
4429,ES_25051,2
4430,ES_25052,2
4431,ES_25053,0
4432,ES_25055,2
4433,ES_25056,2
4434,ES_25057,0
4435,ES_25058,1
4436,ES_25059,0
4437,ES_25060,0
4438,ES_25061,0
4439,ES_25063,0
4440,ES_25064,0
4441,ES_25067,2
4442,ES_25068,0
4443,ES_25069,0
4444,ES_25070,0
4445,ES_25071,0
4446,ES_25072,2
4447,ES_25073,2
4448,ES_25074,0
4449,ES_25075,0
4450,ES_25076,2
4451,ES_25077,2
4452,ES_25078,0
4453,ES_25079,2
4454,ES_25081,2
4455,ES_25082,0
4456,ES_25085,0
4457,ES_25086,0
4458,ES_25087,0
4459,ES_25088,0
4460,ES_25089,0
4461,ES_25092,0
4462,ES_25093,0
4463,ES_25094,0
4464,ES_25096,0
4465,ES_25097,0
4466,ES_25098,2
4467,ES_25099,0
4468,ES_25100,0
4469,ES_25101,2
4470,ES_25102,2
4471,ES_25103,0
4472,ES_25104,0
4473,ES_25105,2
4474,ES_25109,0
4475,ES_25110,0
4476,ES_25111,0
4477,ES_25112,0
4478,ES_25113,0
4479,ES_25114,0
4480,ES_25115,1
4481,ES_25118,2
4482,ES_25119,2
4483,ES_25121,0
4484,ES_25122,2
4485,ES_25123,0
4486,ES_25124,2
4487,ES_25125,1
4488,ES_25126,0
4489,ES_25127,0
4490,ES_25128,0
4491,ES_25129,0
4492,ES_25130,0
4493,ES_25131,2
4494,ES_25132,0
4495,ES_25133,2
4496,ES_25134,0
4497,ES_25135,0
4498,ES_25136,0
4499,ES_25137,0
4500,ES_25138,2
4501,ES_25139,0
4502,ES_25140,2
4503,ES_25141,0
4504,ES_25142,0
4505,ES_25143,0
4506,ES_25145,0
4507,ES_25146,2
4508,ES_25148,2
4509,ES_25149,0
4510,ES_25150,2
4511,ES_25151,2
4512,ES_25152,0
4513,ES_25153,0
4514,ES_25154,0
4515,ES_25155,0
4516,ES_25156,2
4517,ES_25157,0
4518,ES_25158,0
4519,ES_25161,0
4520,ES_25163,0
4521,ES_25164,0
4522,ES_25165,0
4523,ES_25166,0
4524,ES_25167,2
4525,ES_25168,0
4526,ES_25169,2
4527,ES_25170,0
4528,ES_25171,0
4529,ES_25172,2
4530,ES_25173,2
4531,ES_25174,0
4532,ES_25175,0
4533,ES_25176,0
4534,ES_25177,0
4535,ES_25179,0
4536,ES_25180,0
4537,ES_25181,0
4538,ES_25182,0
4539,ES_25183,0
4540,ES_25185,0
4541,ES_25186,0
4542,ES_25189,0
4543,ES_25190,0
4544,ES_25191,0
4545,ES_25192,0
4546,ES_25193,0
4547,ES_25194,0
4548,ES_25196,0
4549,ES_25197,0
4550,ES_25200,0
4551,ES_25201,0
4552,ES_25202,0
4553,ES_25203,2
4554,ES_25205,0
4555,ES_25206,2
4556,ES_25207,2
4557,ES_25208,0
4558,ES_25209,2
4559,ES_25210,0
4560,ES_25211,0
4561,ES_25212,0
4562,ES_25215,0
4563,ES_25216,0
4564,ES_25217,1
4565,ES_25218,0
4566,ES_25219,0
4567,ES_25220,0
4568,ES_25221,0
4569,ES_25222,0
4570,ES_25223,2
4571,ES_25224,0
4572,ES_25225,0
4573,ES_25226,2
4574,ES_25227,2
4575,ES_25228,0
4576,ES_25230,2
4577,ES_25231,0
4578,ES_25232,0
4579,ES_25233,0
4580,ES_25238,0
4581,ES_25239,2
4582,ES_25240,2
4583,ES_25242,2
4584,ES_25243,2
4585,ES_25244,0
4586,ES_25245,0
4587,ES_25247,0
4588,ES_25248,0
4589,ES_25249,2
4590,ES_25250,0
4591,ES_25251,0
4592,ES_25252,0
4593,ES_25253,0
4594,ES_25254,0
4595,ES_25255,1
4596,ES_25901,0
4597,ES_25902,0
4598,ES_25903,0
4599,ES_25904,2
4600,ES_25905,2
4601,ES_25906,0
4602,ES_25907,2
4603,ES_25908,0
4604,ES_25909,0
4605,ES_25910,0
4606,ES_25911,2
4607,ES_25912,2
4608,ES_25913,0
4609,ES_26001,0
4610,ES_26002,0
4611,ES_26003,0
4612,ES_26004,0
4613,ES_26005,0
4614,ES_26006,0
4615,ES_26007,0
4616,ES_26008,0
4617,ES_26009,0
4618,ES_26010,0
4619,ES_26011,2
4620,ES_26012,0
4621,ES_26013,0
4622,ES_26014,0
4623,ES_26015,0
4624,ES_26016,0
4625,ES_26017,0
4626,ES_26018,2
4627,ES_26019,0
4628,ES_26020,0
4629,ES_26021,0
4630,ES_26022,0
4631,ES_26023,0
4632,ES_26024,0
4633,ES_26025,0
4634,ES_26026,0
4635,ES_26027,0
4636,ES_26028,0
4637,ES_26029,0
4638,ES_26030,0
4639,ES_26031,0
4640,ES_26032,0
4641,ES_26033,0
4642,ES_26034,0
4643,ES_26035,0
4644,ES_26036,2
4645,ES_26037,0
4646,ES_26038,0
4647,ES_26039,0
4648,ES_26040,0
4649,ES_26041,0
4650,ES_26042,0
4651,ES_26043,0
4652,ES_26044,0
4653,ES_26045,0
4654,ES_26046,0
4655,ES_26047,0
4656,ES_26048,0
4657,ES_26049,0
4658,ES_26050,0
4659,ES_26051,0
4660,ES_26052,0
4661,ES_26053,0
4662,ES_26054,0
4663,ES_26055,0
4664,ES_26056,0
4665,ES_26057,0
4666,ES_26058,0
4667,ES_26059,0
4668,ES_26060,0
4669,ES_26061,0
4670,ES_26062,0
4671,ES_26063,0
4672,ES_26064,0
4673,ES_26065,0
4674,ES_26066,0
4675,ES_26067,0
4676,ES_26068,0
4677,ES_26069,0
4678,ES_26070,0
4679,ES_26071,2
4680,ES_26072,0
4681,ES_26073,0
4682,ES_26074,0
4683,ES_26075,0
4684,ES_26076,0
4685,ES_26077,0
4686,ES_26078,0
4687,ES_26079,0
4688,ES_26080,0
4689,ES_26081,0
4690,ES_26082,0
4691,ES_26083,0
4692,ES_26084,2
4693,ES_26086,0
4694,ES_26087,0
4695,ES_26088,0
4696,ES_26089,3
4697,ES_26091,0
4698,ES_26092,0
4699,ES_26093,0
4700,ES_26094,0
4701,ES_26095,0
4702,ES_26096,0
4703,ES_26098,0
4704,ES_26099,0
4705,ES_26100,0
4706,ES_26101,0
4707,ES_26102,0
4708,ES_26103,0
4709,ES_26104,0
4710,ES_26105,0
4711,ES_26106,0
4712,ES_26107,0
4713,ES_26108,0
4714,ES_26109,0
4715,ES_26110,0
4716,ES_26111,0
4717,ES_26112,0
4718,ES_26113,0
4719,ES_26114,0
4720,ES_26115,0
4721,ES_26117,0
4722,ES_26118,0
4723,ES_26119,0
4724,ES_26120,0
4725,ES_26121,0
4726,ES_26122,0
4727,ES_26123,0
4728,ES_26124,0
4729,ES_26125,0
4730,ES_26126,0
4731,ES_26127,0
4732,ES_26128,0
4733,ES_26129,0
4734,ES_26130,0
4735,ES_26131,0
4736,ES_26132,0
4737,ES_26134,0
4738,ES_26135,0
4739,ES_26136,0
4740,ES_26138,2
4741,ES_26139,0
4742,ES_26140,0
4743,ES_26141,0
4744,ES_26142,0
4745,ES_26143,0
4746,ES_26144,0
4747,ES_26145,0
4748,ES_26146,0
4749,ES_26147,0
4750,ES_26148,0
4751,ES_26149,0
4752,ES_26150,0
4753,ES_26151,0
4754,ES_26152,0
4755,ES_26153,0
4756,ES_26154,0
4757,ES_26155,0
4758,ES_26157,0
4759,ES_26158,0
4760,ES_26160,0
4761,ES_26161,0
4762,ES_26162,0
4763,ES_26163,0
4764,ES_26164,0
4765,ES_26165,0
4766,ES_26166,0
4767,ES_26167,0
4768,ES_26168,0
4769,ES_26169,0
4770,ES_26170,0
4771,ES_26171,0
4772,ES_26172,0
4773,ES_26173,0
4774,ES_26174,0
4775,ES_26175,0
4776,ES_26176,0
4777,ES_26177,0
4778,ES_26178,0
4779,ES_26179,0
4780,ES_26180,0
4781,ES_26181,0
4782,ES_26183,0
4783,ES_27001,2
4784,ES_27002,2
4785,ES_27003,2
4786,ES_27004,2
4787,ES_27005,2
4788,ES_27006,2
4789,ES_27007,2
4790,ES_27008,2
4791,ES_27009,2
4792,ES_27010,1
4793,ES_27011,2
4794,ES_27012,2
4795,ES_27013,2
4796,ES_27014,2
4797,ES_27015,2
4798,ES_27016,1
4799,ES_27017,2
4800,ES_27018,2
4801,ES_27019,2
4802,ES_27020,1
4803,ES_27021,2
4804,ES_27022,1
4805,ES_27023,2
4806,ES_27024,2
4807,ES_27025,2
4808,ES_27026,2
4809,ES_27027,2
4810,ES_27029,0
4811,ES_27030,1
4812,ES_27031,1
4813,ES_27032,2
4814,ES_27033,2
4815,ES_27034,2
4816,ES_27035,0
4817,ES_27037,2
4818,ES_27038,2
4819,ES_27039,2
4820,ES_27040,2
4821,ES_27041,2
4822,ES_27042,2
4823,ES_27043,0
4824,ES_27044,1
4825,ES_27045,2
4826,ES_27046,2
4827,ES_27047,2
4828,ES_27048,2
4829,ES_27049,2
4830,ES_27050,2
4831,ES_27051,1
4832,ES_27052,0
4833,ES_27053,0
4834,ES_27054,2
4835,ES_27055,2
4836,ES_27056,0
4837,ES_27057,1
4838,ES_27058,2
4839,ES_27059,2
4840,ES_27060,2
4841,ES_27061,2
4842,ES_27062,0
4843,ES_27063,2
4844,ES_27064,2
4845,ES_27065,1
4846,ES_27066,1
4847,ES_27901,2
4848,ES_27902,0
4849,ES_28001,0
4850,ES_28002,0
4851,ES_28003,0
4852,ES_28004,0
4853,ES_28005,3
4854,ES_28006,3
4855,ES_28007,3
4856,ES_28008,2
4857,ES_28009,2
4858,ES_28010,2
4859,ES_28011,0
4860,ES_28012,0
4861,ES_28013,1
4862,ES_28014,1
4863,ES_28015,2
4864,ES_28016,0
4865,ES_28017,0
4866,ES_28018,2
4867,ES_28019,0
4868,ES_28020,0
4869,ES_28021,0
4870,ES_28022,3
4871,ES_28023,2
4872,ES_28024,0
4873,ES_28025,0
4874,ES_28026,2
4875,ES_28027,0
4876,ES_28028,2
4877,ES_28029,0
4878,ES_28030,2
4879,ES_28031,2
4880,ES_28032,0
4881,ES_28033,0
4882,ES_28034,0
4883,ES_28035,0
4884,ES_28036,0
4885,ES_28037,0
4886,ES_28038,2
4887,ES_28039,0
4888,ES_28040,2
4889,ES_28041,2
4890,ES_28042,0
4891,ES_28043,2
4892,ES_28044,2
4893,ES_28045,1
4894,ES_28046,2
4895,ES_28047,1
4896,ES_28048,0
4897,ES_28049,3
4898,ES_28050,0
4899,ES_28051,0
4900,ES_28052,2
4901,ES_28053,0
4902,ES_28054,2
4903,ES_28055,0
4904,ES_28056,0
4905,ES_28057,0
4906,ES_28058,3
4907,ES_28059,0
4908,ES_28060,0
4909,ES_28061,1
4910,ES_28062,0
4911,ES_28063,0
4912,ES_28064,0
4913,ES_28065,3
4914,ES_28066,2
4915,ES_28067,0
4916,ES_28068,2
4917,ES_28069,0
4918,ES_28070,0
4919,ES_28071,0
4920,ES_28072,2
4921,ES_28073,2
4922,ES_28074,3
4923,ES_28075,2
4924,ES_28076,0
4925,ES_28078,0
4926,ES_28080,1
4927,ES_28082,2
4928,ES_28083,2
4929,ES_28084,2
4930,ES_28085,2
4931,ES_28086,0
4932,ES_28087,0
4933,ES_28088,0
4934,ES_28089,0
4935,ES_28090,2
4936,ES_28091,2
4937,ES_28092,1
4938,ES_28093,2
4939,ES_28094,0
4940,ES_28095,2
4941,ES_28096,2
4942,ES_28097,0
4943,ES_28099,0
4944,ES_28100,2
4945,ES_28101,0
4946,ES_28102,0
4947,ES_28104,2
4948,ES_28106,1
4949,ES_28107,0
4950,ES_28108,0
4951,ES_28109,2
4952,ES_28110,0
4953,ES_28111,0
4954,ES_28112,0
4955,ES_28113,1
4956,ES_28114,0
4957,ES_28115,3
4958,ES_28116,0
4959,ES_28117,0
4960,ES_28118,0
4961,ES_28119,0
4962,ES_28120,2
4963,ES_28121,0
4964,ES_28122,0
4965,ES_28123,1
4966,ES_28124,0
4967,ES_28125,2
4968,ES_28126,0
4969,ES_28127,3
4970,ES_28128,0
4971,ES_28129,2
4972,ES_28130,1
4973,ES_28131,2
4974,ES_28132,2
4975,ES_28133,2
4976,ES_28134,1
4977,ES_28135,2
4978,ES_28136,0
4979,ES_28137,0
4980,ES_28138,0
4981,ES_28140,0
4982,ES_28141,0
4983,ES_28143,0
4984,ES_28144,2
4985,ES_28145,0
4986,ES_28146,0
4987,ES_28147,0
4988,ES_28148,3
4989,ES_28149,0
4990,ES_28150,0
4991,ES_28151,0
4992,ES_28152,1
4993,ES_28153,0
4994,ES_28154,0
4995,ES_28155,0
4996,ES_28156,0
4997,ES_28157,0
4998,ES_28158,0
4999,ES_28159,0
5000,ES_28160,1
5001,ES_28161,1
5002,ES_28162,0
5003,ES_28163,0
5004,ES_28164,0
5005,ES_28165,0
5006,ES_28166,0
5007,ES_28167,2
5008,ES_28168,0
5009,ES_28169,0
5010,ES_28170,0
5011,ES_28171,2
5012,ES_28172,2
5013,ES_28173,0
5014,ES_28174,0
5015,ES_28175,0
5016,ES_28176,2
5017,ES_28177,2
5018,ES_28178,0
5019,ES_28179,0
5020,ES_28180,2
5021,ES_28181,1
5022,ES_28182,0
5023,ES_28183,0
5024,ES_28901,2
5025,ES_28902,0
5026,ES_28903,1
5027,ES_29001,0
5028,ES_29002,0
5029,ES_29003,0
5030,ES_29004,0
5031,ES_29005,0
5032,ES_29006,0
5033,ES_29007,1
5034,ES_29008,2
5035,ES_29009,0
5036,ES_29010,0
5037,ES_29011,0
5038,ES_29012,2
5039,ES_29013,0
5040,ES_29014,0
5041,ES_29015,1
5042,ES_29016,0
5043,ES_29017,2
5044,ES_29018,0
5045,ES_29019,0
5046,ES_29020,0
5047,ES_29021,0
5048,ES_29022,0
5049,ES_29023,1
5050,ES_29024,0
5051,ES_29025,1
5052,ES_29026,0
5053,ES_29027,0
5054,ES_29028,0
5055,ES_29029,0
5056,ES_29030,0
5057,ES_29031,0
5058,ES_29032,2
5059,ES_29033,0
5060,ES_29034,0
5061,ES_29035,0
5062,ES_29036,0
5063,ES_29037,0
5064,ES_29038,2
5065,ES_29039,0
5066,ES_29040,0
5067,ES_29041,2
5068,ES_29042,2
5069,ES_29043,2
5070,ES_29044,2
5071,ES_29045,2
5072,ES_29046,0
5073,ES_29047,0
5074,ES_29048,0
5075,ES_29049,0
5076,ES_29050,0
5077,ES_29051,3
5078,ES_29052,0
5079,ES_29053,0
5080,ES_29054,1
5081,ES_29055,0
5082,ES_29056,0
5083,ES_29057,0
5084,ES_29058,0
5085,ES_29059,0
5086,ES_29060,0
5087,ES_29061,0
5088,ES_29062,0
5089,ES_29063,0
5090,ES_29064,0
5091,ES_29065,0
5092,ES_29066,0
5093,ES_29068,2
5094,ES_29069,3
5095,ES_29070,3
5096,ES_29071,0
5097,ES_29072,0
5098,ES_29073,0
5099,ES_29074,0
5100,ES_29075,1
5101,ES_29076,2
5102,ES_29077,0
5103,ES_29079,2
5104,ES_29080,0
5105,ES_29081,0
5106,ES_29082,1
5107,ES_29083,0
5108,ES_29084,1
5109,ES_29085,0
5110,ES_29086,0
5111,ES_29087,0
5112,ES_29088,0
5113,ES_29089,0
5114,ES_29090,2
5115,ES_29091,1
5116,ES_29092,0
5117,ES_29093,0
5118,ES_29094,3
5119,ES_29095,0
5120,ES_29096,0
5121,ES_29097,2
5122,ES_29098,0
5123,ES_29099,2
5124,ES_29100,0
5125,ES_29901,1
5126,ES_29902,0
5127,ES_29903,0
5128,ES_29904,0
5129,ES_30001,2
5130,ES_30002,2
5131,ES_30003,1
5132,ES_30004,0
5133,ES_30005,2
5134,ES_30006,0
5135,ES_30007,0
5136,ES_30008,1
5137,ES_30009,2
5138,ES_30010,0
5139,ES_30011,0
5140,ES_30012,2
5141,ES_30013,2
5142,ES_30014,0
5143,ES_30015,1
5144,ES_30017,2
5145,ES_30018,2
5146,ES_30019,2
5147,ES_30020,2
5148,ES_30021,1
5149,ES_30022,1
5150,ES_30023,2
5151,ES_30025,2
5152,ES_30026,1
5153,ES_30027,1
5154,ES_30028,1
5155,ES_30029,2
5156,ES_30031,0
5157,ES_30032,0
5158,ES_30033,2
5159,ES_30034,0
5160,ES_30035,3
5161,ES_30036,1
5162,ES_30037,3
5163,ES_30038,2
5164,ES_30039,1
5165,ES_30040,0
5166,ES_30041,2
5167,ES_30042,0
5168,ES_30043,1
5169,ES_30901,2
5170,ES_30902,1
5171,ES_31001,0
5172,ES_31002,0
